name;japanese_name;classfication;abilities;type1;type2;against_bug;against_dark;against_dragon;against_electric;against_fairy;against_fight;against_fire;against_flying;against_ghost;against_grass;against_ground;against_ice;against_normal;against_poison;against_psychic;against_rock;against_steel;against_water;attack;base_egg_steps;base_happiness;base_total;capture_rate;defense;experience_growth;height_m;hp;percentage_male;pokedex_number;sp_attack;sp_defense;speed;weight_kg;generation;is_legendary
Oshawott;Mijumaruミジュマル;Sea Otter Pokémon;"['Torrent', 'Shell Armor']";water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;55;5120;70;308;45;45;1059860;0.5;55;88.1;501;63;45;45;5.9;5;0
Dewott;Futachimaruフタチマル;Discipline Pokémon;"['Torrent', 'Shell Armor']";water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;75;5120;70;413;45;60;1059860;0.8;75;88.1;502;83;60;60;24.5;5;0
Samurott;Daikenkiダイケンキ;Formidable Pokémon;"['Torrent', 'Shell Armor']";water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;100;5120;70;528;45;85;1059860;1.5;95;88.1;503;108;70;70;94.6;5;0
Patrat;Minezumiミネズミ;Scout Pokémon;"['Run Away', 'Keen Eye', 'Analytic']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;55;3840;70;255;255;39;1000000;0.5;45;50;504;35;39;42;11.6;5;0
Watchog;Miruhogミルホッグ;Lookout Pokémon;"['Illuminate', 'Keen Eye', 'Analytic']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;85;5120;70;420;255;69;1000000;1.1;60;50;505;60;69;77;27;5;0
Lillipup;Yorterrieヨーテリー;Puppy Pokémon;"['Vital Spirit', 'Pickup', 'Run Away']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;60;3840;70;275;255;45;1059860;0.4;45;50;506;25;45;55;4.1;5;0
Herdier;Herderrieハーデリア;Loyal Dog Pokémon;"['Intimidate', 'Sand Rush', 'Scrappy']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;80;3840;70;370;120;65;1059860;0.9;65;50;507;35;65;60;14.7;5;0
Stoutland;Moolandムーランド;Big-Hearted Pokémon;"['Intimidate', 'Sand Rush', 'Scrappy']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;110;3840;70;500;45;90;1059860;1.2;85;50;508;45;90;80;61;5;0
Purrloin;Choronekoチョロネコ;Devious Pokémon;"['Limber', 'Unburden', 'Prankster']";dark;;2;0.5;1;1;2;2;1;1;0.5;1;1;1;1;1;0;1;1;1;50;5120;70;281;255;37;1000000;0.4;41;50;509;50;37;66;10.1;5;0
Liepard;Lepardasレパルダス;Cruel Pokémon;"['Limber', 'Unburden', 'Prankster']";dark;;2;0.5;1;1;2;2;1;1;0.5;1;1;1;1;1;0;1;1;1;88;5120;70;446;90;50;1000000;1.1;64;50;510;88;50;106;37.5;5;0
Pansage;Yanappuヤナップ;Grass Monkey Pokémon;"['Gluttony', 'Overgrow']";grass;;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;53;5120;70;316;190;48;1000000;0.6;50;88.1;511;53;48;64;10.5;5;0
Simisage;Yanakkieヤナッキー;Thorn Monkey Pokémon;"['Gluttony', 'Overgrow']";grass;;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;98;5120;70;498;75;63;1000000;1.1;75;88.1;512;98;63;101;30.5;5;0
Pansear;Baoppuバオップ;High Temp Pokémon;"['Gluttony', 'Blaze']";fire;;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;53;5120;70;316;190;48;1000000;0.6;50;88.1;513;53;48;64;11;5;0
Simisear;Baokkieバオッキー;Ember Pokémon;"['Gluttony', 'Blaze']";fire;;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;98;5120;70;498;75;63;1000000;1;75;88.1;514;98;63;101;28;5;0
Panpour;Hiyappuヒヤップ;Spray Pokémon;"['Gluttony', 'Torrent']";water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;53;5120;70;316;190;48;1000000;0.6;50;88.1;515;53;48;64;13.5;5;0
Simipour;Hiyakkieヒヤッキー;Geyser Pokémon;"['Gluttony', 'Torrent']";water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;98;5120;70;498;75;63;1000000;1;75;88.1;516;98;63;101;29;5;0
Munna;Munnaムンナ;Dream Eater Pokémon;"['Forewarn', 'Synchronize', 'Telepathy']";psychic;;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;25;2560;70;292;190;45;800000;0.6;76;50;517;67;55;24;23.3;5;0
Musharna;Musharnaムシャーナ;Drowsing Pokémon;"['Forewarn', 'Synchronize', 'Telepathy']";psychic;;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;55;2560;70;487;75;85;800000;1.1;116;50;518;107;95;29;60.5;5;0
Pidove;Mamepatoマメパト;Tiny Pigeon Pokémon;"['Big Pecks', 'Super Luck', 'Rivalry']";normal;flying;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;55;3840;70;264;255;50;1059860;0.3;50;50;519;36;30;43;2.1;5;0
Tranquill;Hatobohハトーボー;Wild Pigeon Pokémon;"['Big Pecks', 'Super Luck', 'Rivalry']";normal;flying;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;77;3840;70;358;120;62;1059860;0.6;62;50;520;50;42;65;15;5;0
Unfezant;Kenhallowケンホロウ;Proud Pokémon;"['Big Pecks', 'Super Luck', 'Rivalry']";normal;flying;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;115;3840;70;488;45;80;1059860;1.2;80;50;521;65;55;93;29;5;0
Blitzle;Shimamaシママ;Electrified Pokémon;"['Lightningrod', 'Motor Drive', 'Sap Sipper']";electric;;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;60;5120;70;295;190;32;1000000;0.8;45;50;522;50;32;76;29.8;5;0
Zebstrika;Zebraikaゼブライカ;Thunderbolt Pokémon;"['Lightningrod', 'Motor Drive', 'Sap Sipper']";electric;;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;100;5120;70;497;75;63;1000000;1.6;75;50;523;80;63;116;79.5;5;0
Roggenrola;Dangoroダンゴロ;Mantle Pokémon;"['Sturdy', 'Weak Armor', 'Sand Force']";rock;;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;75;3840;70;280;255;85;1059860;0.4;55;50;524;25;25;15;18;5;0
Boldore;Gantleガントル;Ore Pokémon;"['Sturdy', 'Weak Armor', 'Sand Force']";rock;;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;105;3840;70;390;120;105;1059860;0.9;70;50;525;50;40;20;102;5;0
Gigalith;Gigaiathギガイアス;Compressed Pokémon;"['Sturdy', 'Sand Stream', 'Sand Force']";rock;;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;135;3840;70;515;45;130;1059860;1.7;85;50;526;60;80;25;260;5;0
Woobat;Koromoriコロモリ;Bat Pokémon;"['Unaware', 'Klutz', 'Simple']";psychic;flying;1;2;1;2;1;0.25;1;1;2;0.5;0;2;1;1;0.5;2;1;1;45;3840;70;323;190;43;1000000;0.4;65;50;527;55;43;72;2.1;5;0
Swoobat;Kokoromoriココロモリ;Courting Pokémon;"['Unaware', 'Klutz', 'Simple']";psychic;flying;1;2;1;2;1;0.25;1;1;2;0.5;0;2;1;1;0.5;2;1;1;57;3840;70;425;45;55;1000000;0.9;67;50;528;77;55;114;10.5;5;0
Drilbur;Mogurewモグリュー;Mole Pokémon;"['Sand Rush', 'Sand Force', 'Mold Breaker']";ground;;1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2;85;5120;70;328;120;40;1000000;0.3;60;50;529;30;45;68;8.5;5;0
Excadrill;Doryuzuドリュウズ;Subterrene Pokémon;"['Sand Rush', 'Sand Force', 'Mold Breaker']";ground;steel;0.5;1;0.5;0;0.5;2;2;0.5;1;1;2;1;0.5;0;0.5;0.25;0.5;2;135;5120;70;508;60;60;1000000;0.7;110;50;530;50;65;88;40.4;5;0
Audino;Tabunneタブンネ;Hearing Pokémon;"['Healer', 'Regenerator', 'Klutz']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;60;5120;70;545;255;126;800000;1.1;103;50;531;80;126;50;31;5;0
Timburr;Dokkorerドッコラー;Muscular Pokémon;"['Guts', 'Sheer Force', 'Iron Fist']";fighting;;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;80;5120;70;305;180;55;1059860;0.6;75;75.4;532;25;35;35;12.5;5;0
Gurdurr;Dotekkotsuドテッコツ;Muscular Pokémon;"['Guts', 'Sheer Force', 'Iron Fist']";fighting;;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;105;5120;70;405;90;85;1059860;1.2;85;75.4;533;40;50;40;40;5;0
Conkeldurr;Roubushinローブシン;Muscular Pokémon;"['Guts', 'Sheer Force', 'Iron Fist']";fighting;;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;140;5120;70;505;45;95;1059860;1.4;105;75.4;534;55;65;45;87;5;0
Tympole;Otamaroオタマロ;Tadpole Pokémon;"['Swift Swim', 'Hydration', 'Water Absorb']";water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;50;5120;70;294;255;40;1059860;0.5;50;50;535;50;40;64;4.5;5;0
Palpitoad;Gamagaruガマガル;Vibration Pokémon;"['Swift Swim', 'Hydration', 'Water Absorb']";water;ground;1;1;1;0;1;1;0.5;1;1;4;1;1;1;0.5;1;0.5;0.5;1;65;5120;70;384;120;55;1059860;0.8;75;50;536;65;55;69;17;5;0
Seismitoad;Gamagerogeガマゲロゲ;Vibration Pokémon;"['Swift Swim', 'Poison Touch', 'Water Absorb']";water;ground;1;1;1;0;1;1;0.5;1;1;4;1;1;1;0.5;1;0.5;0.5;1;95;5120;70;509;45;75;1059860;1.5;105;50;537;85;75;74;62;5;0
Throh;Nagekiナゲキ;Judo Pokémon;"['Guts', 'Inner Focus', 'Mold Breaker']";fighting;;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;100;5120;70;465;45;85;1000000;1.3;120;100;538;30;85;45;55.5;5;0
Sawk;Dagekiダゲキ;Karate Pokémon;"['Sturdy', 'Inner Focus', 'Mold Breaker']";fighting;;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;125;5120;70;465;45;75;1000000;1.4;75;100;539;30;75;85;51;5;0
Sewaddle;Kurumiruクルミル;Sewing Pokémon;"['Swarm', 'Chlorophyll', 'Overcoat']";bug;grass;2;1;1;0.5;1;0.5;4;4;1;0.25;0.25;2;1;2;1;2;1;0.5;53;3840;70;310;255;70;1059860;0.3;45;50;540;40;60;42;2.5;5;0
Swadloon;Kurumayuクルマユ;Leaf-Wrapped Pokémon;"['Leaf Guard', 'Chlorophyll', 'Overcoat']";bug;grass;2;1;1;0.5;1;0.5;4;4;1;0.25;0.25;2;1;2;1;2;1;0.5;63;3840;70;380;120;90;1059860;0.5;55;50;541;50;80;42;7.3;5;0
Leavanny;Hahakomoriハハコモリ;Nurturing Pokémon;"['Swarm', 'Chlorophyll', 'Overcoat']";bug;grass;2;1;1;0.5;1;0.5;4;4;1;0.25;0.25;2;1;2;1;2;1;0.5;103;3840;70;500;45;80;1059860;1.2;75;50;542;70;80;92;20.5;5;0
Venipede;Fushideフシデ;Centipede Pokémon;"['Poison Point', 'Swarm', 'Speed Boost']";bug;poison;0.5;1;1;1;0.5;0.25;2;2;1;0.25;1;1;1;0.5;2;2;1;1;45;3840;70;260;255;59;1059860;0.4;30;50;543;30;39;57;5.3;5;0
Whirlipede;Wheegaホイーガ;Curlipede Pokémon;"['Poison Point', 'Swarm', 'Speed Boost']";bug;poison;0.5;1;1;1;0.5;0.25;2;2;1;0.25;1;1;1;0.5;2;2;1;1;55;3840;70;360;120;99;1059860;1.2;40;50;544;40;79;47;58.5;5;0
Scolipede;Pendrorペンドラー;Megapede Pokémon;"['Poison Point', 'Swarm', 'Speed Boost']";bug;poison;0.5;1;1;1;0.5;0.25;2;2;1;0.25;1;1;1;0.5;2;2;1;1;100;5120;70;485;45;89;1059860;2.5;60;50;545;55;69;112;200.5;5;0
Cottonee;Monmenモンメン;Cotton Puff Pokémon;"['Prankster', 'Infiltrator', 'Chlorophyll']";grass;fairy;1;0.5;0;0.5;1;0.5;2;2;1;0.5;0.5;2;1;4;1;1;2;0.5;27;5120;70;280;190;60;1000000;0.3;40;50;546;37;50;66;0.6;5;0
Whimsicott;Elfuunエルフーン;Windveiled Pokémon;"['Prankster', 'Infiltrator', 'Chlorophyll']";grass;fairy;1;0.5;0;0.5;1;0.5;2;2;1;0.5;0.5;2;1;4;1;1;2;0.5;67;5120;70;480;75;85;1000000;0.7;60;50;547;77;75;116;6.6;5;0
Petilil;Churineチュリネ;Bulb Pokémon;"['Chlorophyll', 'Own Tempo', 'Leaf Guard']";grass;;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;35;5120;70;280;190;50;1000000;0.5;45;0;548;70;50;30;6.6;5;0
Lilligant;Dredearドレディア;Flowering Pokémon;"['Chlorophyll', 'Own Tempo', 'Leaf Guard']";grass;;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;60;5120;70;480;75;75;1000000;1.1;70;0;549;110;75;90;16.3;5;0
Basculin;Bassraoバスラオ;Hostile Pokémon;"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']";water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;92;10240;70;460;25;65;1000000;1;70;50;550;80;55;98;18;5;0
Sandile;Megurocoメグロコ;Desert Croc Pokémon;"['Intimidate', 'Moxie', 'Anger Point']";ground;dark;2;0.5;1;0;2;2;1;1;0.5;2;1;2;1;0.5;0;0.5;1;2;72;5120;70;292;180;35;1059860;0.7;50;50;551;35;35;65;15.2;5;0
Krokorok;Waruvileワルビル;Desert Croc Pokémon;"['Intimidate', 'Moxie', 'Anger Point']";ground;dark;2;0.5;1;0;2;2;1;1;0.5;2;1;2;1;0.5;0;0.5;1;2;82;5120;70;351;90;45;1059860;1;60;50;552;45;45;74;33.4;5;0
Krookodile;Waruvialワルビアル;Intimidation Pokémon;"['Intimidate', 'Moxie', 'Anger Point']";ground;dark;2;0.5;1;0;2;2;1;1;0.5;2;1;2;1;0.5;0;0.5;1;2;117;5120;70;519;45;80;1059860;1.5;95;50;553;65;70;92;96.3;5;0
Darumaka;Darumakkaダルマッカ;Zen Charm Pokémon;"['Hustle', 'Inner Focus']";fire;;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;90;5120;70;315;120;45;1059860;0.6;70;50;554;15;45;50;37.5;5;0
Darmanitan;Hihidarumaヒヒダルマ;Blazing Pokémon;"['Sheer Force', 'Zen Mode']";fire;fire;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;30;5120;70;540;60;105;1059860;1.3;105;50;555;140;105;55;92.9;5;0
Maractus;Maracacchiマラカッチ;Cactus Pokémon;"['Water Absorb', 'Chlorophyll', 'Storm Drain']";grass;;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;86;5120;70;461;255;67;1000000;1;75;50;556;106;67;60;28;5;0
Dwebble;Ishizumaiイシズマイ;Rock Inn Pokémon;"['Sturdy', 'Shell Armor', 'Weak Armor']";bug;rock;1;1;1;1;1;1;1;1;1;1;1;1;0.5;0.5;1;2;2;2;65;5120;70;325;190;85;1000000;0.3;50;50;557;35;35;55;14.5;5;0
Crustle;Iwapalaceイワパレス;Stone Home Pokémon;"['Sturdy', 'Shell Armor', 'Weak Armor']";bug;rock;1;1;1;1;1;1;1;1;1;1;1;1;0.5;0.5;1;2;2;2;105;5120;70;485;75;125;1000000;1.4;70;50;558;65;75;45;200;5;0
Scraggy;Zurugguズルッグ;Shedding Pokémon;"['Shed Skin', 'Moxie', 'Intimidate']";dark;fighting;1;0.25;1;1;4;2;1;2;0.5;1;1;1;1;1;0;0.5;1;1;75;3840;35;348;180;70;1000000;0.6;50;50;559;35;70;48;11.8;5;0
Scrafty;Zuruzukinズルズキン;Hoodlum Pokémon;"['Shed Skin', 'Moxie', 'Intimidate']";dark;fighting;1;0.25;1;1;4;2;1;2;0.5;1;1;1;1;1;0;0.5;1;1;90;3840;70;488;90;115;1000000;1.1;65;50;560;45;115;58;30;5;0
Sigilyph;Symbolerシンボラー;Avianoid Pokémon;"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']";psychic;flying;1;2;1;2;1;0.25;1;1;2;0.5;0;2;1;1;0.5;2;1;1;58;5120;70;490;45;80;1000000;1.4;72;50;561;103;80;97;14;5;0
Yamask;Desumasuデスマス;Spirit Pokémon;['Mummy'];ghost;;0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1;30;6400;70;303;190;85;1000000;0.5;38;50;562;55;65;30;1.5;5;0
Cofagrigus;Desukarnデスカーン;Coffin Pokémon;['Mummy'];ghost;;0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1;50;6400;70;483;90;145;1000000;1.7;58;50;563;95;105;30;76.5;5;0
Tirtouga;Protogaプロトーガ;Prototurtle Pokémon;"['Solid Rock', 'Sturdy', 'Swift Swim']";water;rock;1;1;1;2;1;2;0.25;0.5;1;4;2;0.5;0.5;0.5;1;1;1;1;78;7680;70;355;45;103;1000000;0.7;54;88.1;564;53;45;22;16.5;5;0
Carracosta;Abagouraアバゴーラ;Prototurtle Pokémon;"['Solid Rock', 'Sturdy', 'Swift Swim']";water;rock;1;1;1;2;1;2;0.25;0.5;1;4;2;0.5;0.5;0.5;1;1;1;1;108;7680;70;495;45;133;1000000;1.2;74;88.1;565;83;65;32;81;5;0
Archen;Archenアーケン;First Bird Pokémon;['Defeatist'];rock;flying;0.5;1;1;2;1;1;0.5;0.5;1;1;0;2;0.5;0.5;1;2;2;2;112;7680;70;401;45;45;1000000;0.5;55;88.1;566;74;45;70;9.5;5;0
Archeops;Archeosアーケオス;First Bird Pokémon;['Defeatist'];rock;flying;0.5;1;1;2;1;1;0.5;0.5;1;1;0;2;0.5;0.5;1;2;2;2;140;7680;70;567;45;65;1000000;1.4;75;88.1;567;112;65;110;32;5;0
Trubbish;Yabukuronヤブクロン;Trash Bag Pokémon;"['Stench', 'Sticky Hold', 'Aftermath']";poison;;0.5;1;1;1;0.5;0.5;1;1;1;0.5;2;1;1;0.5;2;1;1;1;50;5120;70;329;190;62;1000000;0.6;50;50;568;40;62;65;31;5;0
Garbodor;Dustdasダストダス;Trash Heap Pokémon;"['Stench', 'Weak Armor', 'Aftermath']";poison;;0.5;1;1;1;0.5;0.5;1;1;1;0.5;2;1;1;0.5;2;1;1;1;95;5120;70;474;60;82;1000000;1.9;80;50;569;60;82;75;107.3;5;0
Zorua;Zoruaゾロア;Tricky Fox Pokémon;['Illusion'];dark;;2;0.5;1;1;2;2;1;1;0.5;1;1;1;1;1;0;1;1;1;65;6400;70;330;75;40;1059860;0.7;40;88.1;570;80;40;65;12.5;5;0
Zoroark;Zoroarkゾロアーク;Illusion Fox Pokémon;['Illusion'];dark;;2;0.5;1;1;2;2;1;1;0.5;1;1;1;1;1;0;1;1;1;105;5120;70;510;45;60;1059860;1.6;60;88.1;571;120;60;105;81.1;5;0
Minccino;Chillarmyチラーミィ;Chinchilla Pokémon;"['Cute Charm', 'Technician', 'Skill Link']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;50;3840;70;300;255;40;800000;0.4;55;24.6;572;40;40;75;5.8;5;0
Cinccino;Chillaccinoチラチーノ;Scarf Pokémon;"['Cute Charm', 'Technician', 'Skill Link']";normal;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;95;3840;70;470;60;60;800000;0.5;75;24.6;573;65;60;115;7.5;5;0
Gothita;Gothimuゴチム;Fixation Pokémon;"['Frisk', 'Competitive', 'Shadow Tag']";psychic;;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;30;5120;70;290;200;50;1059860;0.4;45;24.6;574;55;65;45;5.8;5;0
Gothorita;Gothimiruゴチミル;Manipulate Pokémon;"['Frisk', 'Competitive', 'Shadow Tag']";psychic;;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;45;5120;70;390;100;70;1059860;0.7;60;24.6;575;75;85;55;18;5;0
Gothitelle;Gothiruselleゴチルゼル;Astral Body Pokémon;"['Frisk', 'Competitive', 'Shadow Tag']";psychic;;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;55;5120;70;490;50;95;1059860;1.5;70;24.6;576;95;110;65;44;5;0
Solosis;Uniranユニラン;Cell Pokémon;"['Overcoat', 'Magic Guard', 'Regenerator']";psychic;;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;30;5120;70;290;200;40;1059860;0.3;45;50;577;105;50;20;1;5;0
Duosion;Doublanダブラン;Mitosis Pokémon;"['Overcoat', 'Magic Guard', 'Regenerator']";psychic;;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;40;5120;70;370;100;50;1059860;0.6;65;50;578;125;60;30;8;5;0
Reuniclus;Lanculusランクルス;Multiplying Pokémon;"['Overcoat', 'Magic Guard', 'Regenerator']";psychic;;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;65;5120;70;490;50;75;1059860;1;110;50;579;125;85;30;20.1;5;0
Ducklett;Koaruhieコアルヒー;Water Bird Pokémon;"['Keen Eye', 'Big Pecks', 'Hydration']";water;flying;0.5;1;1;4;1;0.5;0.5;1;1;1;0;1;1;1;1;2;0.5;0.5;44;5120;70;305;190;50;1000000;0.5;62;50;580;44;50;55;5.5;5;0
Swanna;Swannaスワンナ;White Bird Pokémon;"['Keen Eye', 'Big Pecks', 'Hydration']";water;flying;0.5;1;1;4;1;0.5;0.5;1;1;1;0;1;1;1;1;2;0.5;0.5;87;5120;70;473;45;63;1000000;1.3;75;50;581;87;63;98;24.2;5;0
Vanillite;Vanipetiバニプッチ;Fresh Snow Pokémon;"['Ice Body', 'Snow Cloak', 'Weak Armor']";ice;;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;50;5120;70;305;255;50;1250000;0.4;36;50;582;65;60;44;5.7;5;0
Vanillish;Vanirichバニリッチ;Icy Snow Pokémon;"['Ice Body', 'Snow Cloak', 'Weak Armor']";ice;;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;65;5120;70;395;120;65;1250000;1.1;51;50;583;80;75;59;41;5;0
Vanilluxe;Baivanillaバイバニラ;Snowstorm Pokémon;"['Ice Body', 'Snow Warning', 'Weak Armor']";ice;;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;95;5120;70;535;45;85;1250000;1.3;71;50;584;110;95;79;57.5;5;0
Deerling;Shikijikaシキジカ;Season Pokémon;"['Chlorophyll', 'Sap Sipper', 'Serene Grace']";normal;grass;2;1;1;0.5;1;2;2;2;0;0.5;0.5;2;1;2;1;1;1;0.5;60;5120;70;335;190;50;1000000;0.6;60;50;585;40;50;75;19.5;5;0
Sawsbuck;Mebukijikaメブキジカ;Season Pokémon;"['Chlorophyll', 'Sap Sipper', 'Serene Grace']";normal;grass;2;1;1;0.5;1;2;2;2;0;0.5;0.5;2;1;2;1;1;1;0.5;100;5120;70;475;75;70;1000000;1.9;80;50;586;60;70;95;92.5;5;0
Emolga;Emongaエモンガ;Sky Squirrel Pokémon;"['Static', 'Motor Drive']";electric;flying;0.5;1;1;1;1;0.5;1;0.5;1;0.5;0;2;1;1;1;2;0.5;1;75;5120;70;428;200;60;1000000;0.4;55;50;587;75;60;103;5;5;0
Karrablast;Kaburumoカブルモ;Clamping Pokémon;"['Swarm', 'Shed Skin', 'No Guard']";bug;;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;75;3840;70;315;200;45;1000000;0.5;50;50;588;40;45;60;5.9;5;0
Escavalier;Chevargoシュバルゴ;Cavalry Pokémon;"['Swarm', 'Shell Armor', 'Overcoat']";bug;steel;0.5;1;0.5;1;0.5;1;4;1;1;0.25;1;0.5;0.5;0;0.5;1;0.5;1;135;3840;70;495;75;105;1000000;1;70;50;589;60;105;20;33;5;0
Foongus;Tamagetakeタマゲタケ;Mushroom Pokémon;"['Effect Spore', 'Regenerator']";grass;poison;1;1;1;0.5;0.5;0.5;2;2;1;0.25;1;2;1;1;2;1;1;0.5;55;5120;70;294;190;45;1000000;0.2;69;50;590;55;55;15;1;5;0
Amoonguss;Morobareruモロバレル;Mushroom Pokémon;"['Effect Spore', 'Regenerator']";grass;poison;1;1;1;0.5;0.5;0.5;2;2;1;0.25;1;2;1;1;2;1;1;0.5;85;5120;70;464;75;70;1000000;0.6;114;50;591;85;80;30;10.5;5;0
Frillish;Pururillプルリル;Floating Pokémon;"['Water Absorb', 'Cursed Body', 'Damp']";water;ghost;0.5;2;1;2;1;0;0.5;1;2;2;1;0.5;0;0.5;1;1;0.5;0.5;40;5120;70;335;190;50;1000000;1.2;55;50;592;65;85;40;33;5;0
Jellicent;Burungelブルンゲル;Floating Pokémon;"['Water Absorb', 'Cursed Body', 'Damp']";water;ghost;0.5;2;1;2;1;0;0.5;1;2;2;1;0.5;0;0.5;1;1;0.5;0.5;60;5120;70;480;60;70;1000000;2.2;100;50;593;85;105;60;135;5;0
Alomomola;Mamanbouママンボウ;Caring Pokémon;"['Healer', 'Hydration', 'Regenerator']";water;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;75;10240;70;470;75;80;800000;1.2;165;50;594;40;45;65;31.6;5;0
Joltik;Bachuruバチュル;Attaching Pokémon;"['Compoundeyes', 'Unnerve', 'Swarm']";bug;electric;1;1;1;0.5;1;0.5;2;1;1;0.5;1;1;1;1;1;2;0.5;1;47;5120;70;319;190;50;1000000;0.1;50;50;595;57;50;65;0.6;5;0
Galvantula;Dentulaデンチュラ;EleSpider Pokémon;"['Compoundeyes', 'Unnerve', 'Swarm']";bug;electric;1;1;1;0.5;1;0.5;2;1;1;0.5;1;1;1;1;1;2;0.5;1;77;5120;70;472;75;60;1000000;0.8;70;50;596;97;60;108;14.3;5;0
Ferroseed;Tesseedテッシード;Thorn Seed Pokémon;['Iron Barbs'];grass;steel;1;1;0.5;0.5;0.5;2;4;1;1;0.25;1;1;0.5;0;0.5;0.5;0.5;0.5;50;5120;70;305;255;91;1000000;0.6;44;50;597;24;86;10;18.8;5;0
Ferrothorn;Nutreyナットレイ;Thorn Pod Pokémon;"['Iron Barbs', 'Anticipation']";grass;steel;1;1;0.5;0.5;0.5;2;4;1;1;0.25;1;1;0.5;0;0.5;0.5;0.5;0.5;94;5120;70;489;90;131;1000000;1;74;50;598;54;116;20;110;5;0
